code_cycle;titre_memoire
IC;Conception et étude structurale d’un immeuble à usage d’habitation sous-sol R + 10 avec piscine sur toiture terrasse végétalisée dans la ville de Yaoundé
IC;Contribution au dimensionnement des structures de chaussée sur sol gonflants : application a la route de Maroua-Bogo.
IC;Protection de l’environnement à travers l’architecture bioclimatique : conception d’un centre d’accueil dans la ville de Maroua.
IC;Étude hydraulique et dimensionnement de la chaussée en vue de l’entretien de la route « borne fontaine Emena-lycée d’Emana-hopital deo gracias-carrefour parcours vita » dans la ville de yaoundé.
IC;Renforcement en équipement socio-éducatif au Tchad : projet de construction d’un complexe national de réinsertion des enfants de la rue à N’djamena.
IC;Utilisation des produits stabilisant dans l'entretien routier
IC;Analyses des effets de rupture de la digue du lac Maga et proposition des solutions techniques de lutte contre les inondations
IC;Réaffectation des valeurs culturelles africaine à l'architecture contemporaine : cas de la conception d'un stade de football dans la ville de Maroua 
IC;Le choix d'une structure de chaussée dans la zone sahélienne : cas de la route nationale n°1 (lot n°1 Maroua Mora)
IC;Études techniques en vue de l’aménagement et de bitumage de la route : cas du tronçon de route Balaza - Diguir Hodande (1,8 km), région de l'Extreme-Nord
IC;Interactions des fondations et de sols karal et types de solutions de constructions : cas des travaux de construction de la fondation de l'immeuble R+1 devant servir au transit des enfants vulnerables et autonomisation de l'ong aldepa au quartier domayo a maroua
IC;Aménagement de l’espace gagne par la protection des berges de Mayo Kaliao
IC;Évaluation de la variation du temps d'imbibition du cbr d'un materiau : cas de la zone du projet Nkolessong – Nding
IC;Valorisation des matériaux locaux  dans la région de Tandjile au Tchad : projet de construction d'un centre culturel dans la ville de Kelo
IC;Contribution au dimensionnement de la couche de forme  sur la nationale n°1 : cas de la route Maroua-Mora du pk06 au pk13
IC;Conception, étude et dimensionnement d'un pont poutre mixte (ba + acier)
IC;Conception et dimensionnement des chaussées en béton compacte au rouleau bcr, cas du projet de réhabilitation du tronçon Doulek-Dakatak-Meri sur un linéaire de 11,5 km
IC;Étude d'analyse en régression linéaire multiple des matériaux d'emprunts et prédiction de cbr : cas des emprunts du projet Mengong – Sangmelima
IC;Projet de réhabilitation du tronçon carrefour total Domayo au carrefour Djarma
IC;Advanced modeling and simulation of structural horizontal elements : cas study of industrial pavement under different loads and implementation techniques 
IC;Conception, étude technique d'un amphi de 1000 places au campus de Ouro Tchede et proposition d'aménagement du site
IC;Utilisation des  matériaux locaux cas d'un duplex à usage d'habitation 
IC;Contribution à l'amélioration du confort thermique par un matériaux composite pour bâtiment à usage d'habitation : cas de Maroua 
IC;Étude technique de revetement d'une chaussée en bcr dans la ville de Garoua : cas du tronçon b4 : rond point Yelwa – Délégation tourisme
IC;Interventions de la géotechnique  dans le choix technique de la protection des berges du Mayo Kaliao (Extreme-Nord Cameroun)
IC;Conception et dimensionnement d'un pont sur le Mayo Gouloungou
IC;Assainissement des eaux pluviales en milieu urbain : cas de la commune de maroua 3eme
IC;Bitumage et assainissement d'une route : cas d'un tronçon de 8 km (pk0+00 - pk8+00) du projet Maroua-Bogo
IC;Projet d’exécution d’un bâtiment R+2 à usage de bureau administratif pour le compte  de la délégation de communication de Garoua 
IC;Conception et réalisation d'une unité d'habitation avec l'emploi d'une architecture bioclimatique 
IC;Conception d'un musée national à Maroua 
IC;Études technique en vue de la construction de la voirie urbaine : cas du tronçon Kotto-Logpom dans la ville de Douala
IC;An ideal approach to higway failures prevention
IC;Étude et suivi de la procédure d'exécution des travaux de réhabilitation et/ou  de construction des routes à Garoua cas du tronçon place des fêtes - pont Ngouloungoum
IC;Étude stato-dynamique d’une structure en béton arme d’un immeuble R+4  a N'djamena sis au quartier aérogare.
IC;Étude dynamique : analyse manuelle et numérique dans le cadre d'un bâtiment de type R+6 a usage mixte situe dans la ville de Douala - Cameroun
IC;Limites des études statiques lors du dimensionnement  des ouvrages en béton arme dans la zone du Septentrion : cas pratique d'un bâtiment R + 4 a usage d'habitation
IC;Approche multi critère d'aide au choix des matériaux de construction des bâtiments à usage d'habitation au Cameroun
IC;Valorisation et innovations des architectures traditionnelles de l'Extreme-Nord : cas de l’hôtel de ville de Moutourwa
IC;Étude technique et mise en œuvre d'une route en béton bitumineux et enduit superficiel tricouche : cas de l’aménagement des voies  de de desserte de l’Université Protestante d'Afrique centrale  a Yaoundé
IC;Valorisation des matériaux locaux dans la conception architecturale en milieu sahélien : conception d'une cite sic
IC;Étude de génie civil d'un amphi 1000 a structure mixte  pour le compte de l'ish de Yabassi
IC;Étude structurale d'un immeuble R+5 sur un sol gonflant
IC;Étude du confort thermique dans un bâtiment hospitalier en milieu sahélien :
IC;Renforcement des équipements sociaux-culturel au Cameroun : proposition d’un musée national dans la ville de maroua..
IC;Reconstruction de la route actuelle rond point prison-marche abattoir dans la ville de marouaa avec une couche de roulement en paves.
IC;Étude technique d'un pont en béton armé de 70ml en vue de remplacement du pont de Palar effondré le 31 août 2020
IC;Étude de réhabilitation de la route nationale no1 Ngaoundéré – Garoua tronçon total aéroport- rond point Mardock , longue de 4km.
IC;Conception et dimensionnement d’une tribune (acier et béton armé) à batseng'la ( petit village du groupement Bafou Cameroun)
IC;Amélioration des propriétés géotechniques d'un sol gonflant servant de support à une chaussée: cas de la route Maltam - Bbodo
IC;Écoconstruction : valorisation des matériaux locaux, pour améliorer le confort dans le bâtiment (R+1) dans la ville de Maroua
IC;Étude technique d'un bâtiment R+7 à usage hôtelier dans ville de Douala au lieu dit entrée Elecam Bonamoussadi
IC;Étude structural et dimensionnement d'un immeuble de type R+3 à usage de bureaux dans la ville de Yaoundé
IC;Valorisation et innovation des constructions collectives cas de la conception et de la construction des logements sociaux dePpolii
IC;Projet de construction d’un immeuble R+5 avec sous-sol dans la ville de Maroua à usage administratif
IC;Étude d'un hôpital ultra moderne 
IC;Projet de construction de l'hôtel de ville d'Ebolowa: études architecturales, techniques et administratives de deux bâtiments de type R+4 et R+2
IC;Études hydrologique et hydraulique et conception d’un ouvrage de franchissement : cas du pont d'Ouro-Tchede à Maroua
IC;La conception architecturale d'un centre culturel à N’Djamena au quartier Toukra.
IC;Procédés analytiques d’un édifice de type R+2 à usage éducatif dans la ville de Touboro
IC;Étude et dimensionnement de l’ensemble des infrastructures de la station de pesage : cas du projet de réhabilitation de la route bitumée Maroua-Mora
IC;Conception et dimensionnement d’une residence R+4 sol dans la ville de Yaoundé
IC;Dimensionnement des éléments porteurs d’un bâtiment bloc pédagogique R+1, extensible à R+3 à l’Université de Maroua.
IC;Exécution d'une route revêtue en enduits superficiels bicouche: cas de la voie contournement djunang (meka)-inter rn4 et djunang (lycée)-tocket (lycée technique canada)
IC;Réalisation d'un ouvrage hydraulique dans la ville de MORA (triple dalot avec mur de soutènement)
IC;Conception et calcul de structure d'une clinique pédiatrique 
IC;Valorisation des architectures traditionnelles de Kousseri : complexe commercial à Kousseri
IC;Étude structurale d’un bâtiment de type R+4 à usage habitation dans la ville de DOUALA
IC;Conception et étude technique d'un complexe hôtelier (R+5) 
IC;Optimisation énergétique du bâtiment en zone sahélienne : cas d’un bâtiment de type R+2 à usage d’habitation dans la ville de Maroua
IC;Conception d'un bâtiment r+4 avec ses intégrants confort thermique, énergie solaire passive et facilite de déplacements verticaux
IC;Étude, conception et dimensionnement d’un nouveau pont sur le Mayo Bonéyé à YAMSONGAH dans la province de Bongor (Tchad).
IC;Dimensionnement d’une structure de chaussée en béton bitumineux. Cas de l’axe carrefour SHELL-CSI DOUGOUI soit 1,6 km dans la commune de Maroua 3eme
IC;Étude technique en vue de l'aménagement et du bitumage des voiries de Mindif
IC;Étude de bitumage de route rural, avec l’utilisation de produit stabilisant con aid cbr /plus : cas de la route Saotchai Dacheka –Takreo- Yoldeo- Doukoula (20 km
IC;Paramètres qui influencent une chaussée reposant sur un sol gonflant : cas de la route KOUSSERI-LOGONE BIRNI
IC;Identité architecturale et développement durable au Cameroun : Conception/Dimensionnement d’un lieu de loisir et de repos dans l’arrondissement de DIBOMBARI DEPARTEMENT DU MOUNGO
IC;Études techniques et dimensionnements d’un pont BA de 120 ml pour le franchissement du mayo Limani situe a 20,4 km de Mora route Mora-Kourgui-Amchide, Département du Mayo Sava, région de l’extrême-nord
IC;Étude technique détaillée d'une gare routière et d'un réservoir en béton armé à BEKA (NGAOUNDERE)
IC;Impacts socio-environnementaux de l'extension du réseau d'éclairage public par des lampadaires solaires photovoltaïques dans la ville de Garoua.
IC;Analyse des impacts sanitaires des risques liés aux inondations dans la plaine du Logone: cas du village ARAINABA.
IC;Évaluation des impacts économiques de la régénération des écosystèmes dégradés dans le site de Gawel.
IC;Analyse des impacts des biefs sur la nature et le mieux-être des populations dans la commune de Meri: cas du canton de Wazang.
IC;Évaluation de la surveillance environnementale du projet de construction d’un centre directeur des opérations d’urgence a l’aéroport international de Maroua Salak.
IC;Contribution du système d'information géographique pour la gestion des zones à risques d’inondation : cas de Garoua 2eme.
IC;Dynamique du couvert végétal ligneux dans la réserve forestière de Kalfou.
IC;Évaluation des risques professionnels par la méthode AMDEC dans un projet de construction : cas de la construction d'un centre directeur des opérations d'urgences à l'aéroport de Maroua Salak.
IC;Audit environnemental et social du camp sic de cite verte Yaoundé.
IC;Évaluation d'impacts environnementaux et sociaux du projet de construction d'un centre directeur des opérations d'urgences a l’aéroport de Maroua Salak.
IC;Production et caractérisation du charbon actif pour le traitement d'eau de forage dans la ville de Douala : cas d'un forage du quartier Kotto.
IC;Valorisation des déchets d'abattoir industriels de Wakwa.
IC;Évaluation des impacts environnementaux et sociaux des travaux de réhabilitation des Pistes rurales Diguilao-Wibiwa-Tchatibali par le PRESIBALT
IC;Évaluation de la mise en œuvre du plan de gestion environnemental et social d'un projet de réhabilitation de 11,5 KM  de la piste rurale DOULEK-MERI par PRESIBALT.
IC;Impact socio-économique et environnementaux d'un Bief dans la commune de MINDIF.
IC;La gestion environnementale des boues de vidange des fosses septiques : cas de la commune de Mokolo.
IC;Traitement de la vinasse de canne à sucre et optimisation de la production de Biothanol d'une distillerie : cas de la distillerie NODISCAM à Mbandjock.
IC;Évaluation des sites reboisés dans la région de l'Extrême nord cas de la commune de Maroua 1er.
IC;Étude d’impact socio-environnemental de l'intervention du programme ASGIRAP dans les communautés rurales : cas du village Dolla.
IC;Contraintes et opportunités liées à l’accès à l’eau potable dans la région de l'Extrême-Nord cas de Lougueo.
IC;Analyse socio-économique des impacts liés à l'exploitation des carrières de pierres à l'Extrême nord Cameroun : cas des carrières de fortunes dans la commune de Maroua 1
IC;inondations et systèmes de drainage des eaux pluviales: cas de la commune de Maroua 1er.
IC;vulnérabilité et adaptation des populations en contexte d'inondation dans la commune de Maroua 2e: cas du quartier Doualaré.
IC;gestion des systèmes de drainage des eaux fluviales et la propagation des maladies hydriques dans la commune de Garoua 1 et 2
IC;Impact de l'installation des Énergies renouvelables sur le développement socio-économique, culturel et environnemental des populations rurales: cas de la commune de Zina dans le Logone et Chari 
IC;Proposition d'un plan de reboisement du site de Kongola.
IC;Optimisation de la stabilité des agents de mouture dans la poudre pressée
IC;Évaluation des risques environnementaux des produits phytosanitaires dans la zone maraîchère de Mokolo.
IC;Conception d'un foyer amélioré a base de briques de terre cuites et du ciment.
IC;Contribution des espaces verts dans l'atteinte des objectifs du développement durable dans la ville de Maroua. 
IC;Suivi et gestion des déchets du projet de construction du centre directeur des opérations d'urgences à l'Aéroport de Maroua Salak.
IC;Évaluation de l'environnement direct du site de construction de l'hôpital de référence de Garoua : risques, modification et réhabilitation.
IC;Contribution des écosystèmes dégradés réhabilités par la CBLT à la restauration des services écosystémiques dans la région de l'Extrême- nord Cameroun : cas des plantations d'agroforesterie de Salak et de Godola.
IC;Gestion des effluents liquides cas de Vitalia cosmetics.
IC;Analyse des impacts environnementaux et sociaux des travaux d'aménagement de 25hectares de petit périmètre irrigué villageois(PPIV) dans la localité de KATWAL, commune de Maroua 1er.
IC;Les contraintes liées à l'usage des produits organiques dans les cultures maraîchères urbaines et péri-urbaines dans la commune de Maroua 1er.
IC;Risques socio-sanitaires et situation des problèmes environnementaux sur l'assainissement des eaux usées: cas des caniveaux dans la ville de Garoua (voie E1, Lamida, Bachore, lycée technique) dans le cadre du programme CD2 urbain.
IC;Contributions à l'amélioration des déchets d'une station-service : cas de Tank ‘Oïl company S.A.
IC;Impact de la logistique des déchets sur la population: cas de la commune de Maroua 2e.
IC;Proposition d'une approche environnementale dans le projet d'insertion socio-économique dans le Département du mayo Tsanaga: cas de Koza.
IC;Déchets solides ménagers dans la ville de Maroua: de la collecte vers une économie circulaire.
IC;Suivi environnemental des travaux de reconstruction de la route nationale N°1  section WAZA-DABANGA
IC;Analyse des cendres issues de traitement thermique (incinération) de terre contaminées des hydrocarbures afin de la valoriser en intrants organiques.
IC;Techniques d'adaptation de l'agriculture familiale aux effets du changement climatique vulgarisées par le projet RePER.
IC;Lutte contre la Déforestation : vulgarisation du charbon vert dans la ville de Maroua 
IC;La résilience écologique de la biodiversité liée aux inondations et au changement de l’hydrologie de mare naturelle de Tchafa : Cas de la plaine Waza-Logone
IC;Groupement d’épargne et de crédit villageois dans les arrondissements de Kozo et Mozogo : Performance et résilience 
IC;Évaluation des tendances des ressources naturelles du 1er Janvier 1990 au 31 Décembre 2019 dans la zone de compétence du Comite inter-régional de lutte contre la sécheresse dans le Nord : ressources en eau et couvert végétal
IC;Les effets des activités anthropiques sur la réserve de ZAMAI
IC;Perception des problèmes environnementaux par la population : Cas de la prolifération des dépôts d’ordures ménagères dans la commune de Maroua 
IC;Production du charbon de bois et son impact sur l’écosystème forestier : cas de l’arrondissement de Logone Birni
IC;Diversité et distribution des oiseaux dans la zone urbaine de Maroua
IC;Stratégie d’amélioration de la surveillance et du suivi environnementaux sur les chantiers routiers
IC;Influence du système de drainage sur l’environnement humain et le paysage urbain dans la ville de Garoua 2
IC;Impact des potentialités économiques de domaine agropastoral dans la commune de Touloum Extrême- nord Cameroun 
IC;Gestion et valorisation des produits forestiers non ligneux
IC;Transfert des compétences aux Collectivités Territoriales Décentralisées dans le cadre de la gestion des ressources : cas de l’opération Sahel, Commune de Maroua 1er.
IC;Dynamique des parcs à Faidherbia dans la zone cotonnière du Cameroun : cas du village de Doukoula
IC;Aménagement de la digue de Maga : analyse des impacts sociaux économiques et environnementaux 
IC;Valorisation énergétique : Formation de briquettes à base de sciure, copeau et liant pour la commercialisation industrielle
IC;Proposition d’un plan de reboisement dans les 3 métropoles régionales (Maroua Garoua N’Gaoundéré) de la zone de compétence du comité inter-régional de lutte contre la sècheresse
IC;Évaluation des initiatives et pratiques locales de lutte contre la sécheresse et la désertification dans la zone de compétence du Comite inter-régional de lutte contre la sécheresse dans le Nord
IC;Évaluation des risques environnementaux du projet C2D -Garoua
IC;Impact socio-environnemental de l’urbanisation sur les espaces agricoles à Garoua 3
IC;Proposition d’un système d’alerte précoce sur la sécheresse et l’inondation dans la partie septentrionale du Cameroun
IC;Mise en place d’un système de réduction des risques environnementaux et sanitaires liés à la production et la mise en œuvre des enrobés par SOCOTCOG : Cas du tronçon routier 
IC;Contribution des établissements scolaires dans la préservation de l’environnement et la gestion durable de ressources naturelles dans la plaine du Logone : cas de Zina et Mazera
IC;Impacts écologiques de l’implantation de Azadirachta indica dans la commune de Guidiguis / Dégradation du Mayo dolé : évolution, causes, conséquences et aménagement
IC;Dynamique des parcs de Faidherbia dans la zone cotonnière du Cameroun : Cas du village de Doukoula). 
IC;Gestion des risques et catastrophes environnementales liées aux constructions routières : Évaluation du système mis en place sur l’autoroute
IC;Biofertilisants : Production, Bio-efficacité et vulgarisation
IC;Valorisation des fientes de volaille pour la production d’un biofertilisant
IC;Production des pavés à partir de la terre décolorante usée
IC;Fabrication du biocarburant a base du jatropha
IC;Valorisation phytosanitaire des extraits botaniques et protection de l’environnement : Mise sur pied d’une stratégie d’implication des maraichers de YAGOUA au processus 
IC;Toxicité des herbicides à base de glyphosate utilisés au Cameroun sur les alevins de poisson (Tilapia)
IC;Valorisation des Déchets en biogaz dans la ville de Mokolo : Cas des feuilles mortes de l’arbre de Senna siamea
IC;Évaluation des contaminants chimiques susceptibles d’influencer le bon fonctionnement d’une STEP dans une usine agroalimentaire : Cas de la SABC YDE
IC;Amélioration de la culture sécurité des entreprises sous- traitantes d’ENEO
IC;Approches d’éco résilience et gestion de l’aléa inondation dans la ville de Douala : Bassin versant du Tongo-bassa
IC;Optimisation de la station d’épuration par lagunage de la SOCAPALM : Cas du site de KIENKE (Sud- Cameroun)
IT;Mise en place d'un portail captif: cas du Labo INFOTEL
IT;Mise en place d'un système de couverture radio basé sur LoRa pour la communication entre bergers
IT;Conception d’un système d’automatisation de approvisionnement d’eau dans un chateau.
IT;Mise en place d’une solution de supervision en temps réels des flux réseau et l’utilisation de la bande passante : cas  de TRU GROUP
IT;Scan de vulnérabilité et proposition d'une politique de sécurité d'un site web : cas de l'ENSPM
IT;Développement  d'une  plateforme  mobile  de gestion immobilière : cas des logements
IT;Développement  d'une  application  mobile  du suivie des enseignants de l'ENSPM
IT;Développement  d’une  application  mobile  de vente de kilos pour les voyageurs aériens
IT;Conception et réalisation d’une application de gestion   des   pré-inscriptions   en   ligne   à l’ENSPM
IT;Développement  d'une  application  mobile  de gestion  et  suivi  des  ventes  dans  les  commerces
IT;RFID : conception d’un contrôle d’accès par badge.
IT;Proposition d’une solution VOIP pour la gestion des services á valeur ajoutées.
IT;Conception et réalisation d’un système d’arrossage automatique en fonction de la météo.
IT;Mise en place d’outils de détection de l’état de liaison faisceaux hertziens de Nexttel.
LSI;Développement d'une application mobile d'assistance populaire pharmaceutique.
IT;Réalisation  d’une mini serre agricole intelligente.
LSI;La conception et réalisation d'un site Web vitrine : cas du CMPJ de Mora.
IT;Étude de la planification du réseau national des télécommunications d’urgence
LSI;La gestion automatisée de la facturation et du paiement des locaux :Cas de la CUG.
IT;Mise en place d'un mini data center : cas de l'ENSPM
LSI;Conception et réalisation d'une plate- forme d'authentification en ligne de diplômes de l'ENSPM.
IT;Mise en place d’un système de sécurité dans un réseau d’entreprise basé sur les attaques les plus connues : cas de NEXTTEL_EXTREME NORD
IT;Développement   d'une   application   mobile d'aide à la recherche d'un objet perdu et personne égarée
IT;Conception  et  implémentation  d'une  plate- forme mobile de mise en relation des prestataires de services et Clients.
IT;Conception et réalisation d’une station de mesure sur le Cloud
IT;Mise en place d’une solution de prévention et d’atténuation des attaques DDOS
LSI;Déploiement d'une solution Odoo pour la gestion des projets et ou l'optimisation des processus métiers au sein d'une entreprise cas d' AGL SERVICES
IT;Conception et réalisation d’un système de geolocalisation  des engins base sur le module GSM
LSI;Développement d'une application de tracking et de contrôle à distance des véhicules associé au dispositif de sécurisation des véhicules Smart Car_
LSI;Déploiement d’un réseau d’accès filaire en utilisant la technologie FTTH : cas de la communauté urbaine de Maroua
IT;Développement  d’une  plateforme  mobile  de gestion  des  consultations  dans  les  hôpitaux  : Cas du Cameroun
IT;Mise en place du protocole de sécurité IPSec dans un réseau informatique : cas de l’entreprise AIR FORCES PICTURES.
IT;Mise en place d’un système de détection d’intrusion et de notification avec SNORT.
LSI;Mise en place d'un système de fichiers distribué: Cas de l'ENSPM
LSI;Thème : Mise en place d’une application de gestion des matériels du MINPOSTEL.
LSI;Mise en place d’ une application mobile d’enrôlement des bénéficiaires des projets: cas du CMPJ : Centre Multifonctionnel des  jeunes de Mora
IT;Étude et implémentation d’une interconnexion sécurisée de deux sites distants avec IPSec : cas de JIM’S SECURE
IT;Étude et dimensionnement d'une centrale à biogaz pour l'électrification de la localité de MAL DALARI
IT;Étude technique de l'approvisionnement de l’abattoir d' ETOUDI/Yaoundé en énergie électrique via la biométhanisation
IT;Étude et valorisation des déchets issus de la transformation des noix de palme d'une palmerais de 180 hectares aux environs d'EDEA
IT;Valorisation des cendres provenant de la combustion des coques au niveau de la chaudière de l'huilerie de Garoua DJAMBOUTOU
IT;Contribution à la valorisation énergétique de la paille de riz: production du bioethanol 
IT;Valorisation des déchets d'abattoir pour la production du biogaz et de biofertilisants: cas de l'abattoir municipale de DJOUNDE (Maroua)
IT;Valorisation des déchets en unité de cogénérateur pour le chauffage d'eau dans les brasseries de Yaoundé
IT;Valorisation d'huile de rejet de coton en biodiesel : cas de l'huilerie de la SODECOTON GAROUA
IT;Production des biocombustibles solides à base de la paille de riz
